"ID","rodada","data","hora","mandante","visitante","formacao_mandante","formacao_visitante","tecnico_mandante","tecnico_visitante","vencedor","arena","mandante_Placar","visitante_Placar","mandante_Estado","visitante_Estado"
"7381","12","18/07/2021","16:00","Atletico-GO","Palmeiras","4-2-3-1","4-2-3-1","E. de Souza Barroca","A. Moreira Ferreira","Palmeiras","Estádio do Governo do Estado de Goiás (Serra Dourada)","0","3","GO","SP"
"7382","12","18/07/2021","18:13","Bahia","Flamengo","4-2-3-1","4-2-3-1","L. Cavalcanti","Renato Gaúcho","Flamengo","Itaipava Arena Fonte Nova","0","5","BA","RJ"
"7384","12","18/07/2021","20:29","Bragantino","Santos","4-2-3-1","4-3-3","M. Nogueira Barbieri","F. Diniz Silva","-","Nabizão","2","2","SP","SP"
"7383","12","18/07/2021","20:31","Internacional","Juventude","4-3-3","4-2-3-1","D. Aguirre Camblor","M. dos Santos Gonçalves","Internacional","Estádio José Pinheiro Borda","1","0","RS","RS"
"7385","12","19/07/2021","20:00","America-MG","Sport","3-4-1-2","4-2-3-1","V. Carmo Mancini","U. Louzer Filho","Sport","Estádio Raimundo Sampaio","0","1","MG","PE"
"7295","3","21/07/2021","19:00","Cuiaba","Atletico-GO","4-4-2","4-2-3-1","J. de Amorim Campos","E. de Souza Barroca","Cuiaba","Arena Pantanal","2","1","MT","GO"
"7386","13","24/07/2021","17:00","Gremio","America-MG","3-5-2","3-4-1-2","L. Scolari","V. Carmo Mancini","-","Arena do Grêmio","1","1","RS","MG"
"7387","13","24/07/2021","19:00","Palmeiras","Fluminense","4-2-3-1","4-2-3-1","J. M. Barreto Martins","R. Machado Marques","Palmeiras","Allianz Parque","1","0","SP","RJ"
"7388","13","25/07/2021","11:00","Atletico-MG","Bahia","4-2-3-1","4-3-3","A. Stival","L. Cavalcanti","Atletico-MG"," Mineirão","3","0","MG","BA"
"7390","13","25/07/2021","16:00","Flamengo","Sao Paulo","4-2-3-1","3-5-1-1","Renato Gaúcho","H. Crespo","Flamengo"," Maracanã","5","1","RJ","SP"
"7389","13","25/07/2021","16:01","Fortaleza","Bragantino","3-4-1-2","4-2-3-1","J. Vojvoda","M. Nogueira Barbieri","Fortaleza","Arena Castelão","1","0","CE","SP"
"7391","13","25/07/2021","18:15","Santos","Atletico-GO","4-2-3-1","4-2-3-1","F. Diniz Silva","E. de Souza Barroca","Atletico-GO","Estádio Urbano Caldeira","0","1","SP","GO"
"7392","13","25/07/2021","18:15","Athletico-PR","Internacional","4-2-3-1","4-1-4-1","A. Cardoso de Oliveira","D. Aguirre Camblor","Athletico-PR","Estádio Joaquim Américo Guimarães","2","1","PR","RS"
"7393","13","25/07/2021","20:30","Sport","Ceara","4-2-3-1","4-2-3-1","U. Louzer Filho","A. Ferreira","-","Adelmar da Costa Carvalho","0","0","PE","CE"
"7394","13","26/07/2021","18:00","Juventude","Chapecoense","4-3-3","4-3-3","M. dos Santos Gonçalves","J. Ribeiro Ventura","Juventude"," Alfredo Jaconi","1","0","RS","SC"
"7395","13","26/07/2021","19:59","Cuiaba","Corinthians","4-4-2","4-3-3","J. de Amorim Campos","S. Campos Junior","Corinthians","Arena Pantanal","1","2","MT","SP"
"7396","14","31/07/2021","19:00","Sao Paulo","Palmeiras","4-4-2","4-2-3-1","H. Crespo","A. Moreira Ferreira","-"," Morumbi","0","0","SP","SP"
"7397","14","31/07/2021","20:00","Internacional","Cuiaba","4-4-2","4-4-1-1","D. Aguirre Camblor","J. de Amorim Campos","-","Estádio José Pinheiro Borda","0","0","RS","MT"
"7398","14","31/07/2021","21:00","Bragantino","Gremio","4-2-3-1","4-2-3-1","C. Maldonado","L. Scolari","Bragantino","Nabizão","1","0","SP","RS"
"7399","14","01/08/2021","16:00","Corinthians","Flamengo","4-1-4-1","4-2-3-1","S. Campos Junior","Renato Gaúcho","Flamengo","Neo Química Arena","1","3","SP","RJ"
"7400","14","01/08/2021","16:00","Atletico-MG","Athletico-PR","4-2-3-1","4-2-3-1","A. Stival","A. Cardoso de Oliveira","Atletico-MG"," Mineirão","2","0","MG","PR"
"7401","14","01/08/2021","18:15","Chapecoense","Santos","4-2-3-1","4-1-4-1","J. Ribeiro Ventura","F. Diniz Silva","Santos","Arena Condá","0","1","SC","SP"
"7402","14","01/08/2021","18:15","Bahia","Sport","4-3-3","4-2-3-1","L. Cavalcanti","U. Louzer Filho","Sport","Estádio de Pituaçu","0","1","BA","PE"
"7403","14","01/08/2021","20:28","Atletico-GO","America-MG","4-2-3-1","3-4-2-1","E. de Souza Barroca","V. Carmo Mancini","-","Estádio Antônio Accioly","1","1","GO","MG"
"7404","14","01/08/2021","20:30","Ceara","Fortaleza","4-3-3","3-4-1-2","A. Ferreira","J. Vojvoda","Ceara","Arena Castelão","3","1","CE","CE"
"7406","15","06/08/2021","18:59","Sport","Bragantino","4-2-3-1","4-1-4-1","U. Louzer Filho","C. Maldonado","-","Adelmar da Costa Carvalho","0","0","PE","SP"
"7407","15","07/08/2021","17:59","Athletico-PR","Sao Paulo","4-2-3-1","4-2-3-1","A. Cardoso de Oliveira","H. Crespo","Sao Paulo","Estádio Joaquim Américo Guimarães","1","2","PR","SP"
"7408","15","07/08/2021","21:00","Palmeiras","Fortaleza","4-2-3-1","3-5-2","A. Moreira Ferreira","J. Vojvoda","Fortaleza","Allianz Parque","2","3","SP","CE"
"7409","15","07/08/2021","21:00","Cuiaba","Bahia","4-2-3-1","4-1-3-2","J. de Amorim Campos","L. Cavalcanti","-","Arena Pantanal","1","1","MT","BA"
"7412","15","08/08/2021","15:59","Santos","Corinthians","4-3-3","4-1-4-1","F. Diniz Silva","S. Campos Junior","-","Estádio Urbano Caldeira","0","0","SP","SP"
"7410","15","08/08/2021","16:00","Juventude","Atletico-MG","4-2-3-1","4-2-3-1","M. dos Santos Gonçalves","A. Stival","Atletico-MG"," Alfredo Jaconi","1","2","RS","MG"
"7411","15","08/08/2021","16:00","America-MG","Fluminense","4-2-3-1","4-2-3-1","V. Carmo Mancini","R. Machado Marques","America-MG","Estádio Raimundo Sampaio","1","0","MG","RJ"
"7413","15","08/08/2021","18:15","Ceara","Atletico-GO","4-2-3-1","4-2-3-1","A. Ferreira","E. de Souza Barroca","-","Arena Castelão","0","0","CE","GO"
"7414","15","08/08/2021","18:15","Flamengo","Internacional","4-2-2-2","4-2-3-1","Renato Gaúcho","D. Aguirre Camblor","Internacional"," Maracanã","0","4","RJ","RS"
"7415","15","09/08/2021","19:59","Gremio","Chapecoense","4-2-3-1","4-4-2","L. Scolari","L. de Oliveira Preto","Gremio","Arena do Grêmio","2","1","RS","SC"
"7416","16","14/08/2021","17:02","Bragantino","Juventude","4-3-3","4-2-3-1","M. Nogueira Barbieri","M. dos Santos Gonçalves","Juventude","Nabizão","1","2","SP","RS"
"7417","16","14/08/2021","19:00","Atletico-MG","Palmeiras","4-2-3-1","4-2-3-1","A. Stival","A. Moreira Ferreira","Atletico-MG"," Mineirão","2","0","MG","SP"
"7418","16","14/08/2021","21:01","Sao Paulo","Gremio","3-4-1-2","4-2-3-1","H. Crespo","L. Scolari","Sao Paulo"," Morumbi","2","1","SP","RS"
"7419","16","15/08/2021","16:00","Flamengo","Sport","4-4-2","4-2-3-1","Renato Gaúcho","U. Louzer Filho","Flamengo","Estádio Municipal General Raulino de Oliveira","2","0","RJ","PE"
"7420","16","15/08/2021","16:00","Corinthians","Ceara","4-3-3","4-2-3-1","S. Campos Junior","A. Ferreira","Corinthians","Neo Química Arena","3","1","SP","CE"
"7422","16","15/08/2021","18:14","Cuiaba","Athletico-PR","4-4-2","4-2-3-1","J. de Amorim Campos","A. Cardoso de Oliveira","Cuiaba","Arena Pantanal","1","0","MT","PR"
"7421","16","15/08/2021","18:15","Bahia","Atletico-GO","4-4-2","4-2-3-1","L. Cavalcanti","E. de Souza Barroca","Atletico-GO","Estádio de Pituaçu","1","2","BA","GO"
"7423","16","15/08/2021","18:15","Fortaleza","Santos","3-4-1-2","4-2-3-1","J. Vojvoda","E. Zuma","-","Arena Castelão","1","1","CE","SP"
"7424","16","15/08/2021","20:30","Internacional","Fluminense","4-4-2","4-3-1-2","D. Aguirre Camblor","R. Machado Marques","Internacional","Estádio José Pinheiro Borda","4","2","RS","RJ"
"7425","16","16/08/2021","20:01","Chapecoense","America-MG","4-3-3","4-2-3-1","L. de Oliveira Preto","V. Carmo Mancini","-","Arena Condá","1","1","SC","MG"
"7315","5","18/08/2021","18:59","Cuiaba","Gremio","4-4-2","4-2-3-1","J. de Amorim Campos","L. Scolari","Gremio","Arena Pantanal","0","1","MT","RS"
"7426","17","21/08/2021","17:00","Atletico-GO","Chapecoense","4-4-2","4-2-3-1","E. de Souza Barroca","L. de Oliveira Preto","-","Estádio Antônio Accioly","1","1","GO","SC"
"7427","17","21/08/2021","19:00","Gremio","Bahia","4-2-3-1","4-1-4-1","L. Scolari","B. Lopes","Gremio","Arena do Grêmio","2","0","RS","BA"
"7428","17","21/08/2021","21:00","Juventude","Fortaleza","4-2-3-1","3-4-1-2","M. dos Santos Gonçalves","J. Vojvoda","-"," Alfredo Jaconi","1","1","RS","CE"
"7429","17","22/08/2021","11:00","Palmeiras","Cuiaba","4-2-3-1","4-4-2","V. Castanheira Penas","J. de Amorim Campos","Cuiaba","Allianz Parque","0","2","SP","MT"
"7431","17","22/08/2021","15:59","Athletico-PR","Corinthians","4-2-3-1","4-2-3-1","A. Cardoso de Oliveira","S. Campos Junior","Corinthians","Estádio Joaquim Américo Guimarães","0","1","PR","SP"
"7430","17","22/08/2021","16:00","Ceara","Flamengo","4-2-3-1","4-2-3-1","A. Ferreira","Renato Gaúcho","-","Arena Castelão","1","1","CE","RJ"
"7432","17","22/08/2021","18:14","Santos","Internacional","4-2-3-1","4-4-2","F. Diniz Silva","D. Aguirre Camblor","-","Estádio Urbano Caldeira","2","2","SP","RS"
"7433","17","22/08/2021","20:30","Sport","Sao Paulo","4-2-3-1","4-3-3","U. Louzer Filho","H. Crespo","Sao Paulo","Adelmar da Costa Carvalho","0","1","PE","SP"
"7435","17","23/08/2021","19:59","Fluminense","Atletico-MG","4-2-3-1","4-2-3-1","M. de Oliveira","A. Stival","-","Estádio Vasco da Gama","1","1","RJ","MG"
"7434","17","23/08/2021","20:00","America-MG","Bragantino","4-2-3-1","4-2-3-1","V. Carmo Mancini","M. Nogueira Barbieri","Bragantino","Estádio Raimundo Sampaio","0","2","MG","SP"
"7436","18","28/08/2021","17:00","Sport","Chapecoense","4-2-3-1","4-1-4-1","R. Severo","D. Camargo","-","Adelmar da Costa Carvalho","0","0","PE","SC"
"7437","18","28/08/2021","19:00","Santos","Flamengo","4-2-3-1","4-2-3-1","F. Diniz Silva","Renato Gaúcho","Flamengo","Estádio Urbano Caldeira","0","4","SP","RJ"
"7438","18","28/08/2021","21:00","Gremio","Corinthians","4-2-3-1","4-5-1","L. Scolari","S. Campos Junior","Corinthians","Arena do Grêmio","0","1","RS","SP"
"7439","18","28/08/2021","21:00","Palmeiras","Athletico-PR","4-2-3-1","4-2-3-1","A. Moreira Ferreira","A. Cardoso de Oliveira","Palmeiras","Allianz Parque","2","1","SP","PR"
"7440","18","29/08/2021","11:01","America-MG","Ceara","4-2-3-1","4-2-3-1","V. Carmo Mancini","A. Ferreira","America-MG","Estádio Raimundo Sampaio","2","0","MG","CE"
"7441","18","29/08/2021","16:00","Juventude","Sao Paulo","5-3-2","3-4-1-2","M. dos Santos Gonçalves","H. Crespo","-"," Alfredo Jaconi","1","1","RS","SP"
"7442","18","29/08/2021","18:14","Atletico-GO","Internacional","4-4-2","4-2-3-1","E. de Souza Barroca","D. Aguirre Camblor","-","Estádio Antônio Accioly","0","0","GO","RS"
"7443","18","29/08/2021","20:31","Bragantino","Atletico-MG","4-2-3-1","4-2-3-1","M. Nogueira Barbieri","A. Stival","-","Nabizão","1","1","SP","MG"
"7444","18","30/08/2021","19:00","Fluminense","Bahia","4-3-3","4-2-3-1","M. de Oliveira","D. Dabove","Fluminense"," Maracanã","2","0","RJ","BA"
"7445","18","30/08/2021","21:30","Fortaleza","Cuiaba","3-4-1-2","4-4-2","J. Vojvoda","J. de Amorim Campos","-","Arena Castelão","0","0","CE","MT"
"7405","14","02/09/2021","19:00","Fluminense","Juventude","4-3-3","4-3-3","M. de Oliveira","M. dos Santos Gonçalves","-"," Maracanã","1","1","RJ","RS"
"7446","19","04/09/2021","20:59","Bahia","Fortaleza","4-2-3-1","3-4-3","D. Dabove","J. Vojvoda","Bahia","Estádio de Pituaçu","4","2","BA","CE"
"7447","19","04/09/2021","21:00","Cuiaba","Santos","4-2-3-1","4-3-3","J. de Amorim Campos","F. Diniz Silva","Cuiaba","Arena Pantanal","2","1","MT","SP"
"7448","19","05/09/2021","18:15","Athletico-PR","Sport","4-2-3-1","4-2-3-1","A. Cardoso de Oliveira","G. Florentín","-","Estádio Joaquim Américo Guimarães","0","0","PR","PE"
"7449","19","07/09/2021","21:30","Corinthians","Juventude","4-5-1","4-1-2-1-2","S. Campos Junior","M. dos Santos Gonçalves","-","Neo Química Arena","1","1","SP","RS"
"7450","19","07/09/2021","21:30","Chapecoense","Fluminense","4-4-2","4-3-3","L. de Oliveira Preto","M. de Oliveira","Fluminense","Arena Condá","1","2","SC","RJ"
"7456","20","11/09/2021","16:00","America-MG","Athletico-PR","3-4-1-2","4-4-2","V. Carmo Mancini","P. Autuori de Mello","America-MG","Estádio Raimundo Sampaio","2","0","MG","PR"
"7457","20","11/09/2021","17:00","Juventude","Cuiaba","4-3-3","4-2-3-1","M. dos Santos Gonçalves","J. de Amorim Campos","Cuiaba"," Alfredo Jaconi","1","2","RS","MT"
"7458","20","11/09/2021","18:59","Bragantino","Chapecoense","4-2-3-1","4-1-4-1","M. Nogueira Barbieri","L. de Oliveira Preto","Chapecoense","Nabizão","1","2","SP","SC"
"7459","20","11/09/2021","21:00","Santos","Bahia","4-1-4-1","4-4-2","F. Carille","D. Dabove","-","Estádio Urbano Caldeira","0","0","SP","BA"
"7460","20","12/09/2021","11:00","Gremio","Ceara","4-2-3-1","4-2-3-1","L. Scolari","T. Retzalff Nunes","Gremio","Arena do Grêmio","2","0","RS","CE"
"7462","20","12/09/2021","15:59","Palmeiras","Flamengo","4-2-3-1","4-2-3-1","A. Moreira Ferreira","Renato Gaúcho","Flamengo","Allianz Parque","1","3","SP","RJ"
"7461","20","12/09/2021","16:00","Fortaleza","Atletico-MG","3-4-1-2","4-2-3-1","J. Vojvoda","A. Stival","Atletico-MG","Arena Castelão","0","2","CE","MG"
"7463","20","12/09/2021","18:15","Atletico-GO","Corinthians","4-4-2","4-5-1","E. de Souza Barroca","S. Campos Junior","-","Estádio Antônio Accioly","1","1","GO","SP"
"7464","20","12/09/2021","20:30","Fluminense","Sao Paulo","4-3-3","3-4-1-2","M. de Oliveira","H. Crespo","Fluminense"," Maracanã","2","1","RJ","SP"
"7465","20","13/09/2021","20:00","Sport","Internacional","5-3-2","4-2-3-1","G. Florentín","D. Aguirre Camblor","Internacional","Adelmar da Costa Carvalho","0","1","PE","RS"
"7466","21","18/09/2021","17:00","Chapecoense","Palmeiras","4-4-2","4-2-3-1","L. de Oliveira Preto","A. Moreira Ferreira","Palmeiras","Arena Condá","0","2","SC","SP"
"7467","21","18/09/2021","18:45","Athletico-PR","Juventude","3-4-2-1","4-2-3-1","P. Autuori de Mello","M. dos Santos Gonçalves","Athletico-PR","Estádio Joaquim Américo Guimarães","2","1","PR","RS"
"7468","21","18/09/2021","19:01","Atletico-MG","Sport","4-2-3-1","4-2-3-1","A. Stival","G. Florentín","Atletico-MG"," Mineirão","3","0","MG","PE"
"7470","21","18/09/2021","20:59","Ceara","Santos","4-2-3-1","3-4-3","T. Retzalff Nunes","F. Carille","-","Arena Castelão","0","0","CE","SP"
"7469","21","18/09/2021","21:00","Bahia","Bragantino","4-3-3","4-2-3-1","D. Dabove","M. Nogueira Barbieri","-","Itaipava Arena Fonte Nova","1","1","BA","SP"
"7471","21","19/09/2021","11:01","Internacional","Fortaleza","4-2-3-1","3-4-1-2","D. Aguirre Camblor","J. Vojvoda","Internacional","Estádio José Pinheiro Borda","1","0","RS","CE"
"7472","21","19/09/2021","16:01","Sao Paulo","Atletico-GO","4-3-3","4-4-2","H. Crespo","E. de Souza Barroca","Sao Paulo"," Morumbi","2","1","SP","GO"
"7473","21","19/09/2021","18:15","Corinthians","America-MG","4-3-3","4-2-3-1","S. Campos Junior","V. Carmo Mancini","-","Neo Química Arena","1","1","SP","MG"
"7474","21","19/09/2021","20:30","Flamengo","Gremio","4-2-3-1","4-2-3-1","Renato Gaúcho","L. Scolari","Gremio"," Maracanã","0","1","RJ","RS"
"7475","21","20/09/2021","20:00","Cuiaba","Fluminense","4-2-3-1","4-3-3","J. de Amorim Campos","M. de Oliveira","-","Arena Pantanal","2","2","MT","RJ"
"7451","19","22/09/2021","20:31","Sao Paulo","America-MG","4-3-1-2","4-1-3-2","H. Crespo","V. Carmo Mancini","-"," Morumbi","0","0","SP","MG"
"7476","22","25/09/2021","17:00","Ceara","Chapecoense","4-2-3-1","4-1-4-1","T. Retzalff Nunes","L. de Oliveira Preto","Ceara","Arena Castelão","1","0","CE","SC"
"7477","22","25/09/2021","19:00","Corinthians","Palmeiras","4-3-3","4-2-3-1","S. Campos Junior","A. Moreira Ferreira","Corinthians","Neo Química Arena","2","1","SP","SP"
"7478","22","25/09/2021","21:00","Sao Paulo","Atletico-MG","3-4-1-2","3-5-2","H. Crespo","A. Stival","-"," Morumbi","0","0","SP","MG"
"7479","22","26/09/2021","11:04","America-MG","Flamengo","4-2-3-1","4-3-3","V. Carmo Mancini","Renato Gaúcho","-","Estádio Raimundo Sampaio","1","1","MG","RJ"
"7480","22","26/09/2021","16:00","Internacional","Bahia","4-2-3-1","4-4-2","D. Aguirre Camblor","D. Dabove","Internacional","Estádio José Pinheiro Borda","2","0","RS","BA"
"7481","22","26/09/2021","16:00","Fluminense","Bragantino","4-3-3","4-2-3-1","M. de Oliveira","M. Nogueira Barbieri","Fluminense"," Maracanã","2","1","RJ","SP"
"7482","22","26/09/2021","16:00","Juventude","Santos","3-4-2-1","3-4-1-2","M. dos Santos Gonçalves","F. Carille","Juventude"," Alfredo Jaconi","3","0","RS","SP"
"7484","22","26/09/2021","18:15","Athletico-PR","Gremio","3-4-2-1","4-2-3-1","B. Lazaroni","L. Scolari","Athletico-PR","Estádio Joaquim Américo Guimarães","4","2","PR","RS"
"7483","22","26/09/2021","18:16","Sport","Fortaleza","4-2-3-1","3-4-1-2","G. Florentín","J. Vojvoda","Fortaleza","Arena de Pernambuco","0","1","PE","CE"
"7485","22","26/09/2021","20:30","Atletico-GO","Cuiaba","4-2-3-1","4-4-2","E. de Souza Barroca","J. de Amorim Campos","-","Estádio Antônio Accioly","0","0","GO","MT"
"7486","23","02/10/2021","17:01","Cuiaba","America-MG","4-2-3-1","4-2-3-1","J. de Amorim Campos","V. Carmo Mancini","America-MG","Arena Pantanal","0","2","MT","MG"
"7487","23","02/10/2021","17:01","Fortaleza","Atletico-GO","3-4-1-2","4-2-3-1","J. Vojvoda","E. de Souza Barroca","Atletico-GO","Arena Castelão","0","3","CE","GO"
"7488","23","02/10/2021","19:00","Bragantino","Corinthians","4-2-3-1","4-1-4-1","M. Nogueira Barbieri","S. Campos Junior","-","Nabizão","2","2","SP","SP"
"7489","23","02/10/2021","21:00","Atletico-MG","Internacional","4-4-2","4-2-3-1","A. Stival","D. Aguirre Camblor","Atletico-MG"," Mineirão","1","0","MG","RS"
"7490","23","03/10/2021","16:00","Flamengo","Athletico-PR","4-4-2","3-4-2-1","Renato Gaúcho","B. Lazaroni","Flamengo"," Maracanã","3","0","RJ","PR"
"7491","23","03/10/2021","16:00","Chapecoense","Sao Paulo","4-1-4-1","3-4-1-2","D. Camargo","H. Crespo","-","Arena Condá","1","1","SC","SP"
"7492","23","03/10/2021","18:15","Palmeiras","Juventude","4-1-4-1","4-1-4-1","A. Moreira Ferreira","M. dos Santos Gonçalves","-","Allianz Parque","1","1","SP","RS"
"7493","23","03/10/2021","20:30","Gremio","Sport","4-2-3-1","4-1-4-1","L. Scolari","G. Florentín","Sport","Arena do Grêmio","1","2","RS","PE"
"7496","24","05/10/2021","21:30","Corinthians","Bahia","4-1-4-1","4-4-2","S. Campos Junior","D. Dabove","Corinthians","Neo Química Arena","3","1","SP","BA"
"7497","24","06/10/2021","18:59","Chapecoense","Atletico-MG","4-4-2","4-2-3-1","L. de Oliveira Preto","A. Stival","-","Arena Condá","2","2","SC","MG"
"7498","24","06/10/2021","19:00","Atletico-GO","Athletico-PR","4-2-3-1","3-4-2-1","E. do Nascimento Souza","A. Valentim do Carmo Neto","Athletico-PR","Estádio Antônio Accioly","0","2","GO","PR"
"7499","24","06/10/2021","19:00","Sport","Juventude","4-2-3-1","4-1-4-1","G. Florentín","M. dos Santos Gonçalves","Sport","Arena de Pernambuco","3","1","PE","RS"
"7500","24","06/10/2021","19:00","Ceara","Internacional","4-2-3-1","4-2-3-1","T. Retzalff Nunes","D. Aguirre Camblor","-","Arena Castelão","0","0","CE","RS"
"7501","24","06/10/2021","20:30","Bragantino","Flamengo","4-2-3-1","4-2-3-1","M. Nogueira Barbieri","Renato Gaúcho","-","Nabizão","1","1","SP","RJ"
"7504","24","06/10/2021","21:29","Gremio","Cuiaba","4-2-3-1","4-4-2","L. Scolari","J. de Amorim Campos","-","Arena do Grêmio","2","2","RS","MT"
"7502","24","06/10/2021","21:30","Fluminense","Fortaleza","4-3-3","3-4-2-1","M. de Oliveira","J. Vojvoda","Fortaleza"," Maracanã","0","2","RJ","CE"
"7503","24","06/10/2021","21:30","America-MG","Palmeiras","4-2-3-1","3-4-2-1","V. Carmo Mancini","A. Moreira Ferreira","America-MG","Estádio Raimundo Sampaio","2","1","MG","SP"
"7505","24","07/10/2021","18:30","Sao Paulo","Santos","4-2-3-1","3-5-2","H. Crespo","F. Carille","-"," Morumbi","1","1","SP","SP"
"7506","25","09/10/2021","16:30","Fluminense","Atletico-GO","4-3-3","4-4-2","M. de Oliveira","E. do Nascimento Souza","-"," Maracanã","0","0","RJ","GO"
"7507","25","09/10/2021","16:30","Atletico-MG","Ceara","4-2-3-1","4-2-3-1","A. Stival","T. Retzalff Nunes","Atletico-MG"," Mineirão","3","1","MG","CE"
"7508","25","09/10/2021","16:30","Sport","Corinthians","4-1-4-1","4-1-4-1","G. Florentín","S. Campos Junior","Sport","Arena de Pernambuco","1","0","PE","SP"
"7509","25","09/10/2021","19:00","Fortaleza","Flamengo","5-4-1","4-2-3-1","J. Vojvoda","Renato Gaúcho","Flamengo","Arena Castelão","0","3","CE","RJ"
"7510","25","09/10/2021","19:00","Athletico-PR","Bahia","3-4-2-1","4-2-3-1","A. Valentim do Carmo Neto","A. Ferreira","Bahia","Estádio Joaquim Américo Guimarães","0","2","PR","BA"
"7511","25","09/10/2021","20:59","Palmeiras","Bragantino","3-5-2","4-2-3-1","A. Moreira Ferreira","M. Nogueira Barbieri","Bragantino","Allianz Parque","2","4","SP","SP"
"7512","25","09/10/2021","21:00","Juventude","America-MG","4-3-3","4-2-3-1","M. dos Santos Gonçalves","V. Carmo Mancini","-"," Alfredo Jaconi","1","1","RS","MG"
"7513","25","10/10/2021","10:59","Internacional","Chapecoense","4-2-3-1","4-4-2","D. Aguirre Camblor","L. de Oliveira Preto","Internacional","Estádio José Pinheiro Borda","5","2","RS","SC"
"7514","25","10/10/2021","16:00","Santos","Gremio","3-4-1-2","3-4-2-1","F. Carille","L. Scolari","Santos","Estádio Urbano Caldeira","1","0","SP","RS"
