"ID","rodada","data","hora","mandante","visitante","formacao_mandante","formacao_visitante","tecnico_mandante","tecnico_visitante","vencedor","arena","mandante_Placar","visitante_Placar","mandante_Estado","visitante_Estado"
"7227","35","06/02/2021","21:00","Atletico-GO","Santos","4-2-3-1","4-2-3-1","M. Ribeiro Cabo","A. Stival","-","Estádio Antônio Accioly","1","1","GO","SP"
"7228","35","07/02/2021","20:30","Bragantino","Flamengo","4-3-3","4-4-2","M. Nogueira Barbieri","R. Ceni","-","Nabizão","1","1","SP","RJ"
"7229","35","08/02/2021","20:00","Botafogo-RJ","Gremio","4-4-2","4-2-3-1","L. Flávio","Renato Gaúcho","Gremio","Estádio Nilton Santos","2","5","RJ","RS"
"7230","35","10/02/2021","19:00","Internacional","Sport","4-1-4-1","3-4-2-1","A. da Silva Braga","J. Ribeiro Ventura","Sport","Estádio José Pinheiro Borda","1","2","RS","PE"
"7231","35","10/02/2021","19:15","Fortaleza","Vasco","4-2-3-1","4-2-3-1","E. Alves Moreira","V. Luxemburgo da Silva","Fortaleza","Arena Castelão","3","0","CE","RJ"
"7232","35","10/02/2021","21:01","Sao Paulo","Ceara","4-4-2","4-2-3-1","M. Vizolli","A. Ferreira","-"," Morumbi","1","1","SP","CE"
"7233","35","10/02/2021","21:30","Fluminense","Atletico-MG","4-2-3-1","3-4-3","M. de Oliveira","J. Sampaoli Moya","-"," Maracanã","0","0","RJ","MG"
"7234","35","10/02/2021","21:30","Corinthians","Athletico-PR","4-2-3-1","4-2-2-2","V. Carmo Mancini","P. Autuori de Mello","-","Neo Química Arena","3","3","SP","PR"
"7236","36","13/02/2021","17:00","Goias","Botafogo-RJ","4-4-2","3-5-2","A. César","L. Flávio","Goias","Estádio da Serrinha","2","0","GO","RJ"
"7237","36","13/02/2021","19:00","Atletico-MG","Bahia","3-4-3","5-3-2","J. Sampaoli Moya","L. Cavalcanti","-"," Mineirão","1","1","MG","BA"
"7238","36","13/02/2021","19:00","Santos","Coritiba","4-3-3","4-4-2","A. Stival","G. Morínigo","Santos","Estádio Urbano Caldeira","2","0","SP","PR"
"7239","36","14/02/2021","16:00","Flamengo","Corinthians","4-4-2","4-2-3-1","R. Ceni","V. Carmo Mancini","Flamengo"," Maracanã","2","1","RJ","SP"
"7240","36","14/02/2021","16:00","Vasco","Internacional","4-2-3-1","4-1-4-1","V. Luxemburgo da Silva","A. da Silva Braga","Internacional","Estádio Vasco da Gama","0","2","RJ","RS"
"7241","36","14/02/2021","18:14","Athletico-PR","Atletico-GO","4-2-3-1","4-2-3-1","P. Autuori de Mello","M. Ribeiro Cabo","Athletico-PR","Estádio Joaquim Américo Guimarães","2","1","PR","GO"
"7242","36","14/02/2021","18:15","Palmeiras","Fortaleza","3-4-2-1","4-2-3-1","A. Moreira Ferreira","E. Alves Moreira","Palmeiras","Allianz Parque","3","0","SP","CE"
"7243","36","14/02/2021","20:29","Gremio","Sao Paulo","4-2-3-1","4-4-2","Renato Gaúcho","M. Vizolli","Sao Paulo","Arena do Grêmio","1","2","RS","SP"
"7244","36","15/02/2021","17:59","Ceara","Fluminense","4-2-3-1","4-2-3-1","D. Sampaio de Azambuja","M. de Oliveira","Fluminense","Arena Castelão","1","3","CE","RJ"
"7245","36","15/02/2021","20:00","Sport","Bragantino","3-4-2-1","4-1-4-1","J. Ribeiro Ventura","M. Nogueira Barbieri","-","Adelmar da Costa Carvalho","0","0","PE","SP"
"7215","33","17/02/2021","18:59","Santos","Corinthians","4-3-3","4-2-3-1","A. Stival","V. Carmo Mancini","Santos","Estádio Urbano Caldeira","1","0","SP","SP"
"7235","35","17/02/2021","19:30","Coritiba","Palmeiras","4-5-1","4-2-3-1","G. Morínigo","A. Moreira Ferreira","Coritiba"," Couto Pereira","1","0","PR","SP"
"7225","34","19/02/2021","21:31","Sao Paulo","Palmeiras","4-4-2","4-2-3-1","M. Vizolli","A. Moreira Ferreira","-"," Morumbi","1","1","SP","SP"
"7246","37","20/02/2021","18:30","Coritiba","Ceara","4-3-3","4-2-3-1","G. Morínigo","A. Ferreira","Ceara"," Couto Pereira","0","2","PR","CE"
"7247","37","20/02/2021","21:00","Fortaleza","Bahia","4-2-3-1","4-3-3","E. Alves Moreira","L. Cavalcanti","Bahia","Arena Castelão","0","4","CE","BA"
"7249","37","21/02/2021","16:00","Corinthians","Vasco","4-2-3-1","4-1-4-1","V. Carmo Mancini","V. Luxemburgo da Silva","-","Neo Química Arena","0","0","SP","RJ"
"7248","37","21/02/2021","16:01","Sport","Atletico-MG","5-4-1","4-3-3","J. Ribeiro Ventura","J. Sampaoli Moya","Atletico-MG","Adelmar da Costa Carvalho","2","3","PE","MG"
"7250","37","21/02/2021","16:02","Flamengo","Internacional","4-4-2","4-1-4-1","R. Ceni","A. da Silva Braga","Flamengo"," Maracanã","2","1","RJ","RS"
"7251","37","21/02/2021","18:14","Santos","Fluminense","4-3-3","4-2-3-1","A. Stival","M. de Oliveira","-","Estádio Urbano Caldeira","1","1","SP","RJ"
"7252","37","21/02/2021","18:15","Gremio","Athletico-PR","4-3-3","4-2-2-2","Renato Gaúcho","A. Cardoso de Oliveira","Gremio","Arena do Grêmio","1","0","RS","PR"
"7253","37","21/02/2021","20:30","Goias","Bragantino","3-5-2","4-3-3","A. César","M. Nogueira Barbieri","-","Estádio da Serrinha","0","0","GO","SP"
"7254","37","22/02/2021","18:00","Palmeiras","Atletico-GO","4-2-3-1","4-2-3-1","A. Moreira Ferreira","M. Ribeiro Cabo","-","Allianz Parque","1","1","SP","GO"
"7255","37","22/02/2021","19:59","Botafogo-RJ","Sao Paulo","4-4-2","4-4-2","L. Flávio","M. Vizolli","Botafogo-RJ","Estádio Nilton Santos","1","0","RJ","SP"
"7264","38","25/02/2021","21:29","Vasco","Goias","4-1-4-1","4-4-2","V. Luxemburgo da Silva","A. César","Vasco","Estádio Vasco da Gama","3","2","RJ","GO"
"7256","38","25/02/2021","21:30","Bragantino","Gremio","4-3-3","4-2-3-1","M. Nogueira Barbieri","Renato Gaúcho","Bragantino","Nabizão","1","0","SP","RS"
"7257","38","25/02/2021","21:30","Bahia","Santos","3-4-2-1","4-4-1-1","L. Cavalcanti","M. Fernandes","Bahia","Itaipava Arena Fonte Nova","2","0","BA","SP"
"7258","38","25/02/2021","21:30","Athletico-PR","Sport","4-2-2-2","5-4-1","A. Cardoso de Oliveira","J. Ribeiro Ventura","Athletico-PR","Estádio Joaquim Américo Guimarães","2","0","PR","PE"
"7259","38","25/02/2021","21:30","Atletico-GO","Coritiba","4-2-3-1","5-4-1","M. Ribeiro Cabo","J. Bertagnoli","Atletico-GO","Estádio Antônio Accioly","3","1","GO","PR"
"7261","38","25/02/2021","21:30","Ceara","Botafogo-RJ","4-2-3-1","4-2-3-1","A. Ferreira","L. Flávio","Ceara","Arena Castelão","2","1","CE","RJ"
"7263","38","25/02/2021","21:30","Atletico-MG","Palmeiras","4-4-2","4-1-3-2","J. Desio","A. Moreira Ferreira","Atletico-MG"," Mineirão","2","0","MG","SP"
"7265","38","25/02/2021","21:30","Fluminense","Fortaleza","4-2-3-1","4-2-3-1","M. de Oliveira","E. Alves Moreira","Fluminense"," Maracanã","2","0","RJ","CE"
"7260","38","25/02/2021","21:31","Internacional","Corinthians","4-1-4-1","4-2-3-1","A. da Silva Braga","V. Carmo Mancini","-","Estádio José Pinheiro Borda","0","0","RS","SP"
"7262","38","25/02/2021","21:31","Sao Paulo","Flamengo","3-5-2","4-4-2","M. Vizolli","R. Ceni","Sao Paulo"," Morumbi","2","1","SP","RJ"
"7266","1","29/05/2021","19:00","Cuiaba","Juventude","4-3-3","4-2-3-1","A. Valentim do Carmo Neto","E. de Barros","-","Arena Pantanal","2","2","MT","RS"
"7267","1","29/05/2021","20:00","Bahia","Santos","4-3-3","4-3-3","L. Cavalcanti","F. Diniz Silva","Bahia","Estádio de Pituaçu","3","0","BA","SP"
"7268","1","29/05/2021","21:00","Sao Paulo","Fluminense","3-5-2","4-2-3-1","H. Crespo","R. Machado Marques","-"," Morumbi","0","0","SP","RJ"
"7269","1","30/05/2021","11:01","Atletico-MG","Fortaleza","4-2-3-1","3-5-2","A. Stival","J. Vojvoda","Fortaleza"," Mineirão","1","2","MG","CE"
"7271","1","30/05/2021","15:59","Ceara","Gremio","4-2-3-1","4-3-3","A. Ferreira","T. Retzalff Nunes","Ceara","Arena Castelão","3","2","CE","RS"
"7270","1","30/05/2021","16:00","Flamengo","Palmeiras","4-2-3-1","3-5-2","R. Ceni","A. Moreira Ferreira","Flamengo"," Maracanã","1","0","RJ","SP"
"7273","1","30/05/2021","18:14","Chapecoense","Bragantino","4-3-2-1","4-2-3-1","F. Paiva Endres","M. Nogueira Barbieri","Bragantino","Arena Condá","0","3","SC","SP"
"7272","1","30/05/2021","18:15","Corinthians","Atletico-GO","4-2-3-1","4-2-3-1","S. Campos Junior","E. de Souza Barroca","Atletico-GO","Neo Química Arena","0","1","SP","GO"
"7274","1","30/05/2021","18:16","Athletico-PR","America-MG","4-2-3-1","4-1-4-1","P. Autuori de Mello","L. Cirne Lima de Lorenzi","Athletico-PR","Estádio Joaquim Américo Guimarães","1","0","PR","MG"
"7275","1","30/05/2021","20:30","Internacional","Sport","4-3-3","4-2-3-1","M. Ramírez","U. Louzer Filho","-","Estádio José Pinheiro Borda","2","2","RS","PE"
"7276","2","05/06/2021","19:00","Atletico-GO","Sao Paulo","4-2-3-1","3-5-2","E. de Souza Barroca","J. Branda","Atletico-GO","Estádio Antônio Accioly","2","0","GO","SP"
"7277","2","05/06/2021","20:59","Santos","Ceara","4-2-3-1","4-4-2","F. Diniz Silva","A. Ferreira","Santos","Estádio Urbano Caldeira","3","1","SP","CE"
"7278","2","05/06/2021","20:59","Bragantino","Bahia","4-4-2","4-3-3","M. Nogueira Barbieri","L. Cavalcanti","-","Nabizão","3","3","SP","BA"
"7279","2","06/06/2021","11:00","Fluminense","Cuiaba","4-1-4-1","4-2-3-1","R. Machado Marques","L. Iubel","Fluminense","Estádio Vasco da Gama","1","0","RJ","MT"
"7280","2","06/06/2021","16:00","America-MG","Corinthians","4-4-1-1","4-1-4-1","L. Cirne Lima de Lorenzi","S. Campos Junior","Corinthians","Estádio Raimundo Sampaio","0","1","MG","SP"
"7281","2","06/06/2021","16:00","Fortaleza","Internacional","3-4-1-2","4-3-3","J. Vojvoda","M. Ramírez","Fortaleza","Arena Castelão","5","1","CE","RS"
"7283","2","06/06/2021","18:14","Palmeiras","Chapecoense","4-3-3","4-3-3","A. Moreira Ferreira","J. Ribeiro Ventura","Palmeiras","Allianz Parque","3","1","SP","SC"
"7282","2","06/06/2021","18:15","Juventude","Athletico-PR","4-2-3-1","4-4-2","M. dos Santos Gonçalves","A. Cardoso de Oliveira","Athletico-PR"," Alfredo Jaconi","0","3","RS","PR"
"7284","2","06/06/2021","20:29","Sport","Atletico-MG","4-2-3-1","4-2-3-1","U. Louzer Filho","A. Stival","Atletico-MG","Adelmar da Costa Carvalho","0","1","PE","MG"
"7286","3","12/06/2021","19:00","Santos","Juventude","4-3-3","4-4-2","F. Diniz Silva","M. dos Santos Gonçalves","-","Estádio Urbano Caldeira","0","0","SP","RS"
"7287","3","12/06/2021","19:00","Palmeiras","Corinthians","4-3-3","4-1-4-1","A. Moreira Ferreira","S. Campos Junior","-","Allianz Parque","1","1","SP","SP"
"7288","3","13/06/2021","15:58","Atletico-MG","Sao Paulo","4-2-3-1","3-5-2","A. Stival","H. Crespo","Atletico-MG"," Mineirão","1","0","MG","SP"
"7289","3","13/06/2021","16:00","Gremio","Athletico-PR","4-2-3-1","5-4-1","T. Retzalff Nunes","A. Cardoso de Oliveira","Athletico-PR","Arena do Grêmio","0","1","RS","PR"
"7290","3","13/06/2021","16:00","Flamengo","America-MG","4-2-3-1","4-1-4-1","M. Souza","L. Cirne Lima de Lorenzi","Flamengo"," Maracanã","2","0","RJ","MG"
"7292","3","13/06/2021","20:29","Fortaleza","Sport","3-4-1-2","4-2-3-1","J. Vojvoda","U. Louzer Filho","Fortaleza","Arena Castelão","1","0","CE","PE"
"7294","3","13/06/2021","20:29","Chapecoense","Ceara","4-2-3-1","4-2-3-1","J. Ribeiro Ventura","A. Ferreira","-","Arena Condá","0","0","SC","CE"
"7291","3","13/06/2021","20:30","Bahia","Internacional","4-3-3","4-3-3","L. Cavalcanti","O. Loss","Internacional","Estádio de Pituaçu","0","1","BA","RS"
"7293","3","13/06/2021","20:30","Bragantino","Fluminense","4-2-3-1","4-2-3-1","M. Nogueira Barbieri","R. Machado Marques","-","Nabizão","2","2","SP","RJ"
"7296","4","16/06/2021","19:00","Internacional","Atletico-MG","4-2-3-1","4-1-4-1","O. Loss","A. Stival","Atletico-MG","Estádio José Pinheiro Borda","0","1","RS","MG"
"7297","4","16/06/2021","19:00","Sao Paulo","Chapecoense","4-2-3-1","4-2-3-1","H. Crespo","J. Ribeiro Ventura","-"," Morumbi","1","1","SP","SC"
"7298","4","16/06/2021","20:30","Corinthians","Bragantino","4-2-3-1","4-2-3-1","S. Campos Junior","M. Nogueira Barbieri","Bragantino","Neo Química Arena","1","2","SP","SP"
"7299","4","16/06/2021","21:30","Juventude","Palmeiras","4-1-2-1-2","4-1-4-1","M. dos Santos Gonçalves","A. Moreira Ferreira","Palmeiras"," Alfredo Jaconi","0","3","RS","SP"
"7301","4","17/06/2021","15:59","Ceara","Bahia","4-2-3-1","4-3-3","A. Ferreira","L. Cavalcanti","Bahia","Arena Castelão","1","2","CE","BA"
"7300","4","17/06/2021","16:00","America-MG","Cuiaba","4-1-4-1","4-3-3","C. de Almeida","L. Iubel","-","Estádio Raimundo Sampaio","0","0","MG","MT"
"7303","4","17/06/2021","19:00","Atletico-GO","Fortaleza","4-2-3-1","3-4-1-2","E. de Souza Barroca","J. Vojvoda","-","Estádio Antônio Accioly","0","0","GO","CE"
"7304","4","17/06/2021","19:00","Fluminense","Santos","4-3-3","4-2-3-1","R. Machado Marques","F. Diniz Silva","Fluminense"," Maracanã","1","0","RJ","SP"
"7302","4","17/06/2021","19:01","Sport","Gremio","5-4-1","4-2-3-1","U. Louzer Filho","T. Retzalff Nunes","Sport","Adelmar da Costa Carvalho","1","0","PE","RS"
"7306","5","19/06/2021","21:00","Flamengo","Bragantino","4-2-3-1","4-2-3-1","R. Ceni","C. Maldonado","Bragantino"," Maracanã","2","3","RJ","SP"
"7307","5","20/06/2021","11:01","Palmeiras","America-MG","4-1-4-1","4-2-3-1","A. Moreira Ferreira","C. de Almeida","Palmeiras","Allianz Parque","2","1","SP","MG"
"7308","5","20/06/2021","15:59","Bahia","Corinthians","4-3-3","4-1-4-1","L. Cavalcanti","S. Campos Junior","-","Estádio de Pituaçu","0","0","BA","SP"
"7309","5","20/06/2021","16:00","Internacional","Ceara","4-4-2","4-2-3-1","O. Loss","A. Ferreira","-","Estádio José Pinheiro Borda","1","1","RS","CE"
"7311","5","20/06/2021","18:14","Athletico-PR","Atletico-GO","3-4-2-1","4-2-3-1","A. Cardoso de Oliveira","E. de Souza Barroca","Athletico-PR","Estádio Joaquim Américo Guimarães","2","1","PR","GO"
"7310","5","20/06/2021","18:15","Fortaleza","Fluminense","3-4-1-2","4-2-3-1","J. Vojvoda","R. Machado Marques","-","Arena Castelão","1","1","CE","RJ"
"7312","5","20/06/2021","18:15","Santos","Sao Paulo","4-2-3-1","3-1-4-2","F. Diniz Silva","H. Crespo","Santos","Estádio Urbano Caldeira","2","0","SP","SP"
"7313","5","20/06/2021","20:32","Juventude","Sport","4-4-2","5-4-1","M. dos Santos Gonçalves","U. Louzer Filho","Juventude"," Alfredo Jaconi","1","0","RS","PE"
"7314","5","21/06/2021","20:00","Atletico-MG","Chapecoense","4-3-3","4-4-2","A. Stival","J. Ribeiro Ventura","-"," Mineirão","1","1","MG","SC"
"7317","6","23/06/2021","19:00","Sao Paulo","Cuiaba","3-5-2","4-5-1","H. Crespo","L. Iubel","-"," Morumbi","2","2","SP","MT"
"7318","6","23/06/2021","19:00","Flamengo","Fortaleza","4-4-2","3-4-1-2","R. Ceni","J. Vojvoda","Flamengo"," Maracanã","2","1","RJ","CE"
"7319","6","23/06/2021","19:00","Bragantino","Palmeiras","4-2-3-1","3-5-2","C. Maldonado","A. Moreira Ferreira","Bragantino","Nabizão","3","1","SP","SP"
"7316","6","23/06/2021","19:01","Atletico-GO","Fluminense","4-2-3-1","4-2-3-1","E. de Souza Barroca","R. Machado Marques","Atletico-GO","Estádio Antônio Accioly","1","0","GO","RJ"
"7320","6","24/06/2021","16:00","America-MG","Juventude","4-2-3-1","4-2-3-1","V. Carmo Mancini","M. dos Santos Gonçalves","-","Estádio Raimundo Sampaio","1","1","MG","RS"
"7322","6","24/06/2021","18:59","Corinthians","Sport","4-3-3","5-4-1","S. Campos Junior","U. Louzer Filho","Corinthians","Neo Química Arena","2","1","SP","PE"
"7321","6","24/06/2021","19:00","Chapecoense","Internacional","4-3-1-2","4-2-3-1","J. Ribeiro Ventura","D. Aguirre Camblor","Internacional","Arena Condá","1","2","SC","RS"
"7323","6","24/06/2021","19:00","Ceara","Atletico-MG","4-2-3-1","4-1-4-1","A. Ferreira","A. Stival","Ceara","Arena Castelão","2","1","CE","MG"
"7325","6","24/06/2021","21:29","Gremio","Santos","4-2-3-1","4-2-3-1","T. Retzalff Nunes","F. Diniz Silva","-","Arena do Grêmio","2","2","RS","SP"
"7324","6","24/06/2021","21:30","Bahia","Athletico-PR","4-3-3","5-4-1","L. Cavalcanti","A. Cardoso de Oliveira","Bahia","Estádio de Pituaçu","2","1","BA","PR"
"7326","7","27/06/2021","11:02","Juventude","Flamengo","4-3-3","4-4-2","M. dos Santos Gonçalves","R. Ceni","Juventude"," Alfredo Jaconi","1","0","RS","RJ"
"7327","7","27/06/2021","16:00","Fluminense","Corinthians","4-2-3-1","4-2-3-1","R. Machado Marques","S. Campos Junior","-","Estádio Vasco da Gama","1","1","RJ","SP"
"7329","7","27/06/2021","19:59","Athletico-PR","Chapecoense","5-4-1","3-4-3","A. Cardoso de Oliveira","J. Ribeiro Ventura","-","Estádio Joaquim Américo Guimarães","2","2","PR","SC"
"7330","7","27/06/2021","19:59","Gremio","Fortaleza","4-3-3","3-4-1-2","T. Retzalff Nunes","J. Vojvoda","-","Arena do Grêmio","0","0","RS","CE"
"7328","7","27/06/2021","20:00","Palmeiras","Bahia","4-2-3-1","4-2-3-1","A. Moreira Ferreira","L. Cavalcanti","Palmeiras","Allianz Parque","3","2","SP","BA"
"7331","7","27/06/2021","20:30","Santos","Atletico-MG","4-3-3","4-1-4-1","F. Diniz Silva","A. Stival","Santos","Estádio Urbano Caldeira","2","0","SP","MG"
"7332","7","27/06/2021","20:30","America-MG","Internacional","4-1-4-1","4-3-3","V. Carmo Mancini","D. Aguirre Camblor","-","Estádio Raimundo Sampaio","1","1","MG","RS"
"7334","7","27/06/2021","20:30","Ceara","Sao Paulo","4-2-3-1","3-1-4-2","A. Ferreira","J. Branda","-","Arena Castelão","1","1","CE","SP"
"7333","7","27/06/2021","20:32","Sport","Cuiaba","4-4-2","4-1-4-1","U. Louzer Filho","L. Iubel","-","Adelmar da Costa Carvalho","0","0","PE","MT"
"7335","7","28/06/2021","20:00","Atletico-GO","Bragantino","4-2-3-1","4-2-3-1","E. de Souza Barroca","M. Nogueira Barbieri","Bragantino","Estádio Antônio Accioly","0","1","GO","SP"
"7336","8","30/06/2021","16:00","Fluminense","Athletico-PR","4-2-3-1","4-2-3-1","R. Machado Marques","B. Lazaroni","Athletico-PR","Estádio Municipal General Raulino de Oliveira","1","4","RJ","PR"
"7337","8","30/06/2021","16:01","Fortaleza","Chapecoense","3-4-1-2","5-4-1","J. Vojvoda","J. Ribeiro Ventura","Fortaleza","Arena Castelão","3","2","CE","SC"
"7338","8","30/06/2021","19:00","Internacional","Palmeiras","4-2-3-1","4-2-3-1","D. Aguirre Camblor","A. Moreira Ferreira","Palmeiras","Estádio José Pinheiro Borda","1","2","RS","SP"
"7339","8","30/06/2021","19:00","Bahia","America-MG","4-1-4-1","4-2-3-1","L. Cavalcanti","V. Carmo Mancini","America-MG","Estádio de Pituaçu","3","4","BA","MG"
"7340","8","30/06/2021","20:30","Santos","Sport","4-3-3","4-2-3-1","F. Diniz Silva","U. Louzer Filho","-","Estádio Urbano Caldeira","0","0","SP","PE"
"7341","8","30/06/2021","21:30","Corinthians","Sao Paulo","4-2-3-1","3-1-4-2","S. Campos Junior","J. Branda","-","Neo Química Arena","0","0","SP","SP"
"7342","8","30/06/2021","21:30","Juventude","Gremio","4-2-3-1","4-3-3","M. dos Santos Gonçalves","T. Retzalff Nunes","Juventude"," Alfredo Jaconi","2","0","RS","RS"
"7343","8","01/07/2021","16:00","Bragantino","Ceara","4-2-3-1","4-2-3-1","M. Nogueira Barbieri","A. Ferreira","-","Nabizão","0","0","SP","CE"
"7344","8","01/07/2021","19:00","Atletico-MG","Atletico-GO","4-3-3","4-2-3-1","A. Stival","E. de Souza Barroca","Atletico-MG"," Mineirão","4","1","MG","GO"
"7345","8","01/07/2021","20:00","Cuiaba","Flamengo","4-5-1","4-4-2","L. Iubel","R. Ceni","Flamengo","Arena Pantanal","0","2","MT","RJ"
"7347","9","03/07/2021","18:59","America-MG","Santos","4-2-2-2","4-2-3-1","V. Carmo Mancini","F. Diniz Silva","America-MG","Estádio Raimundo Sampaio","2","0","MG","SP"
"7346","9","03/07/2021","19:00","Athletico-PR","Fortaleza","4-2-3-1","3-4-3","A. Cardoso de Oliveira","J. Vojvoda","Athletico-PR","Estádio Joaquim Américo Guimarães","2","1","PR","CE"
"7348","9","03/07/2021","21:00","Corinthians","Internacional","4-2-3-1","4-2-3-1","S. Campos Junior","D. Aguirre Camblor","-","Neo Química Arena","1","1","SP","RS"
"7349","9","04/07/2021","11:02","Chapecoense","Bahia","4-1-4-1","4-2-3-1","J. Ribeiro Ventura","L. Cavalcanti","Bahia","Arena Condá","0","2","SC","BA"
"7350","9","04/07/2021","16:01","Flamengo","Fluminense","4-4-2","4-2-3-1","R. Ceni","R. Machado Marques","Fluminense","Neo Química Arena","0","1","RJ","RJ"
"7351","9","04/07/2021","16:01","Sport","Palmeiras","4-2-3-1","4-2-3-1","U. Louzer Filho","A. Moreira Ferreira","Palmeiras","Adelmar da Costa Carvalho","0","1","PE","SP"
"7353","9","04/07/2021","18:14","Sao Paulo","Bragantino","3-4-1-2","4-2-3-1","J. Branda","M. Nogueira Barbieri","Bragantino"," Morumbi","1","2","SP","SP"
"7352","9","04/07/2021","18:15","Ceara","Juventude","4-2-3-1","4-2-3-1","A. Ferreira","M. dos Santos Gonçalves","Ceara","Arena Castelão","2","0","CE","RS"
"7354","9","04/07/2021","18:15","Cuiaba","Atletico-MG","4-4-2","4-2-3-1","J. de Amorim Campos","A. Stival","Atletico-MG","Arena Pantanal","0","1","MT","MG"
"7355","9","04/07/2021","20:30","Gremio","Atletico-GO","4-2-3-1","4-2-3-1","T. Retzalff Nunes","E. de Souza Barroca","Atletico-GO","Arena do Grêmio","0","1","RS","GO"
"7356","10","06/07/2021","19:28","Santos","Athletico-PR","4-1-4-1","3-4-2-1","E. Zuma","A. Cardoso de Oliveira","Santos","Estádio Urbano Caldeira","2","1","SP","PR"
"7357","10","07/07/2021","18:00","Bahia","Juventude","4-3-3","4-1-4-1","L. Cavalcanti","M. dos Santos Gonçalves","Bahia","Estádio de Pituaçu","1","0","BA","RS"
"7358","10","07/07/2021","18:01","Bragantino","Cuiaba","4-2-3-1","4-2-3-1","M. Nogueira Barbieri","J. de Amorim Campos","-","Nabizão","1","1","SP","MT"
"7359","10","07/07/2021","18:02","Fortaleza","America-MG","3-4-1-2","4-2-3-1","J. Vojvoda","V. Carmo Mancini","Fortaleza","Arena Castelão","4","0","CE","MG"
"7360","10","07/07/2021","18:59","Palmeiras","Gremio","4-2-3-1","4-2-3-1","A. Moreira Ferreira","T. Gomes Pacheco","Palmeiras","Allianz Parque","2","0","SP","RS"
"7361","10","07/07/2021","19:00","Atletico-MG","Flamengo","3-1-4-2","4-1-2-1-2","A. Stival","R. Ceni","Atletico-MG"," Mineirão","2","1","MG","RJ"
"7362","10","07/07/2021","19:15","Atletico-GO","Sport","4-3-3","4-2-3-1","E. de Souza Barroca","U. Louzer Filho","-","Estádio Antônio Accioly","1","1","GO","PE"
"7363","10","07/07/2021","21:30","Internacional","Sao Paulo","4-1-4-1","3-1-4-2","D. Aguirre Camblor","H. Crespo","Sao Paulo","Estádio José Pinheiro Borda","0","2","RS","SP"
"7364","10","07/07/2021","21:30","Fluminense","Ceara","4-2-3-1","4-2-3-1","R. Machado Marques","A. Ferreira","-","Estádio Vasco da Gama","0","0","RJ","CE"
"7365","10","08/07/2021","21:00","Chapecoense","Corinthians","4-3-3","4-2-3-1","J. Ribeiro Ventura","S. Campos Junior","Corinthians","Arena Condá","0","1","SC","SP"
"7366","11","10/07/2021","16:30","Palmeiras","Santos","4-2-2-2","4-2-3-1","J. M. Barreto Martins","F. Diniz Silva","Palmeiras","Allianz Parque","3","2","SP","SP"
"7367","11","10/07/2021","16:30","Gremio","Internacional","4-2-3-1","4-1-4-1","L. Scolari","D. Aguirre Camblor","-","Arena do Grêmio","0","0","RS","RS"
"7368","11","10/07/2021","17:29","Athletico-PR","Bragantino","4-2-3-1","4-2-3-1","A. Cardoso de Oliveira","M. Nogueira Barbieri","-","Estádio Joaquim Américo Guimarães","2","2","PR","SP"
"7370","11","10/07/2021","19:00","Sao Paulo","Bahia","3-1-4-2","4-3-3","H. Crespo","L. Cavalcanti","Sao Paulo"," Morumbi","1","0","SP","BA"
"7369","11","10/07/2021","19:01","Sport","Fluminense","4-1-4-1","4-2-3-1","U. Louzer Filho","R. Machado Marques","Fluminense","Adelmar da Costa Carvalho","1","2","PE","RJ"
"7371","11","10/07/2021","19:01","America-MG","Atletico-MG","3-4-1-2","4-3-3","V. Carmo Mancini","A. Stival","Atletico-MG","Estádio Raimundo Sampaio","0","1","MG","MG"
"7372","11","11/07/2021","11:01","Juventude","Atletico-GO","4-1-2-1-2","4-2-3-1","M. dos Santos Gonçalves","E. de Souza Barroca","-"," Alfredo Jaconi","1","1","RS","GO"
"7373","11","11/07/2021","18:15","Cuiaba","Ceara","4-4-2","4-2-3-1","J. de Amorim Campos","A. Ferreira","-","Arena Pantanal","2","2","MT","CE"
"7374","11","11/07/2021","18:15","Flamengo","Chapecoense","4-2-2-2","3-4-3","M. Souza","J. Ribeiro Ventura","Flamengo"," Maracanã","2","1","RJ","SC"
"7375","11","11/07/2021","20:30","Fortaleza","Corinthians","3-4-1-2","4-2-3-1","J. Vojvoda","S. Campos Junior","Fortaleza","Arena Castelão","1","0","CE","SP"
"7376","12","17/07/2021","17:00","Ceara","Athletico-PR","4-2-3-1","4-2-3-1","A. Ferreira","A. Cardoso de Oliveira","Ceara","Arena Castelão","1","0","CE","PR"
"7377","12","17/07/2021","17:00","Sao Paulo","Fortaleza","3-1-4-2","3-4-1-2","H. Crespo","J. Vojvoda","Fortaleza"," Morumbi","0","1","SP","CE"
"7378","12","17/07/2021","19:00","Corinthians","Atletico-MG","4-3-3","4-2-3-1","S. Campos Junior","A. Stival","Atletico-MG","Neo Química Arena","1","2","SP","MG"
"7379","12","17/07/2021","21:00","Fluminense","Gremio","4-2-3-1","4-4-2","R. Machado Marques","L. Scolari","Gremio"," Maracanã","0","1","RJ","RS"
"7380","12","18/07/2021","11:03","Chapecoense","Cuiaba","3-4-3","4-2-3-1","J. Ribeiro Ventura","J. de Amorim Campos","Cuiaba","Arena Condá","2","3","SC","MT"
